,company,country,description,location,review,salary,star,title
3,Bank of America,Hong Kong,"Review of material new deals and changes to models and market data configurations. Perform reviews and approval of all market data constructions, functions and...",Hong Kong,18586,,44.4,Assistant Vice President - Senior Finance Analyst
9,HSBC,Hong Kong,"Proven track record as an outstanding analyst, consultant or project manager. Personal data held by the Bank relating to employment applications will be used in...","Tai Kok Tsui, Kowloon",8322,,51.0,Project Manager
0,lululemon athletica,Hong Kong,A day in the life of a Business Analyst. Preferably you are GSD certified and can negotiate with facts and data....,"Eastern, Hong Kong Island",277,,52.2,Costing Engineer
1,PEOBASE Limited,Hong Kong,"Test and validate data availability and accessibility. One of the regional leading media corporation that has business on print and digital platforms, is now...",Hong Kong,,,,Digital Analyst
2,Aspire HK,Hong Kong,"They've invested a lot into their digital transformation and are looking for Digital, CRM, Data talents to join their global HQ....",Hong Kong,3,,60.0,Digital Optimization Analyst
4,Computer Recruitment Consultants Limited,Hong Kong,Develop Data Warehouse structure and data modeling. Solid knowledge / experience in Data Warehouse development....,Kowloon,,,,Contract System Analyst / Analyst Programmer (Data Warehouse)
5,BOC International,Hong Kong,(The personal data provided will be used for consideration of recruitment only. Candidate with less experience would be considered for the position of Senior...,Hong Kong,4,,51.0,"Associate/ Senior Analyst, Operations Control"
6,Morgan McKinley,Hong Kong,"At least 3 years of experience in HR analytics, reporting & data management; Performs data integrity audits as needed and supports ad hoc projects as required....",Hong Kong,10,,42.0,HR Analyst/Associate - Investment Banking
7,Grey Anderson,Hong Kong,Collaborate with data scientists and data analyst to turn information into insights. Build a reliable and scaleable data pipeline for big data processing....,Hong Kong,,,,DATA ENGINEER
8,Michael Page,Hong Kong,"Assist with legal documentation and data maintenance work. Great communication and data analytical skills, alert to details and a great teamworker....",Hong Kong,157,,42.0,KYC Analyst [1 year renewable contract]
9,Macroview Telecom Limited,Hong Kong,"Good analytical skills with knowledge in Business Intelligence, Data Mining and Big Data Analysis. Analyze business data and provide timely business insights to...",Hong Kong,,,,Business Analyst Trainee / Junior Business Analyst
0,Chandler Macleod,Hong Kong,Perform data reconciliation/validation and analyse data differences. Global US Investment Bank....,Hong Kong,66,,43.2,Corporate Reporting (Temporary Requisition) - Analyst
1,Hong Kong Exchange,Hong Kong,"Personal data provided will only be used for the purpose of employment application to HKEX. Vice President, Investor Relations (....",Hong Kong,,,,"Vice President, Investor Relations"
2,Southwest Securities (HK) Capital Limited,Hong Kong,Data collected will be used for recruitment purpose only. We are a subsidiary of Southwest Securities International Securities Limited (Stock Code:....,Hong Kong,,,,Analyst - Corporate Finance
4,Capital Group,Hong Kong,"Location: HKO Hiring Manager: Calvin Leung At Capital, we’re committed to providing you with opportunities to broaden and deepen your knowledge and skills,...",Hong Kong,220,,51.6,Technology Support Associate I
8,JP Morgan Chase,Hong Kong,"The globe, plus key stakeholders in Client Service, Chief Data Office,. J.P....","Mong Kok, Kowloon",14825,,44.4,"Asset Management, Guideline Management Control Manager, Vice President"
0,Charles Schwab,Hong Kong,"FINRA Series 66, Chartered Financial Analyst - CFA. Exhibit strong culture of compliance, adherence to policy and Schwab’s high standards and takes ownership...",Hong Kong,665,,51.6,Financial Consultant - Hong Kong
8,Michael Page,Hong Kong,"Partner with the team to grow the data capability of the organisation. Using a pragmatic approaches, lead the organisation in developing its capability to get...",Hong Kong,157,,42.0,Head of Data Science - FMCG / CPG / Retail
9,Swiss Re,Hong Kong,"Structured analyst, able to analyse, structure and assess difficult circumstances and data. As Principal Senior Auditor you have the responsibility for...",Hong Kong,67,,51.0,Principal Senior Auditor Asia
5,Bank of America,Hong Kong,"Create various client or internal documents, materials, reports and data inventories as required. As a Summer Analyst within Global Transaction Services, you...",Hong Kong,18586,,44.4,Global Transaction Services | Summer Analyst 2018
7,"The Foreign Correspondent's Club, Hong Kong",Hong Kong,Personal data collected will be used for recruitment purposes only. Personal data of an unsuccessful candidate will be destroyed within 6 months....,Hong Kong,,,,IT Support Analyst
8,Success Base Engineering Limited,Hong Kong,All personal data collected will be used for recruitment purpose only. SUCCESS BASE Engineering Ltd....,Hong Kong,,,,IT Support Analyst
9,Page Personnel,Hong Kong,"As a Logistics Analyst, you will:. Job Description As a Logistics Analyst, you will:. Operation data management & ensure operation efficiency. About Our Client....",New Territories,85,,39.0,Logistics Analyst (Freight Forwarding)
1,Aspire,Hong Kong,Junior Candidates may consider as data engineer or data analyst. Strong communication skills with ability to drive data driven insights across the organisation....,Hong Kong,3,,60.0,Data Engineer - listed Media Company in APAC
2,Chandler Macleod,Hong Kong,Experience in Data Analytic is an advantage. Over 2 years of experience in Business Analyst or Project Management....,Hong Kong,66,,43.2,Business Analyst (35k)
3,Global Executive Consultants,Hong Kong,"At least 2 years' experience in data modeling, document flow / workflow management system. A minimum of 5 years IT experience with 3 years experience in the...",Hong Kong,,,,Business Analyst (Ref. No.: 21980)
4,PEOBASE Limited,Hong Kong,Previous exposure in Shipping or Logistics Industry or having Electronic Data Interchange knowledge is an advantage....,Hong Kong,,,,"Business Analyst, EDI"
5,Michael Page,Hong Kong,"Evaluate and provide solutions to improve operation process with IT system enhancement i.e. master data. Our client is an US MNC covering the Telecommunication,...",Hong Kong,157,,42.0,Business Analyst/ Process Improvement (Telecommunication) 28k
6,ProJobs21,Hong Kong,"Reviewing top and bottom line data and results, explaining variances and preparing dash boards for senior management review, maintaining budgeting/forecasting...",Hong Kong,,,,"Regional Business Analyst, US MNC"
7,Hillman Ross,Hong Kong,Previous exposure in Shipping or Logistics Industry with Data Analytics or Electronic Data Interchange knowledge are advantageous....,Hong Kong,,,,Business Analyst (Global)
8,Hillman Ross,Hong Kong,"To further prosper their business intelligence and data science direction, they are looking for Senior Data Analyst....",Hong Kong,,,,"Senior Data Analyst (BI, Machine Learning)"
0,Société Générale,Hong Kong,"Strong knowledge in C++ and Data Oriented Design. Building new Order gateways, Market Data gateways, Pre-Trade Risk Control systems....",Hong Kong,1153,,44.4,"Analyst, Market Access Developer"
1,China Merchants Securities International Company L...,Hong Kong,"Personal data provided will be used by us for recruitment and related purposes, which is strictly in accordance with the Personal Data (Privacy) Ordinance (Cap....",Hong Kong,,,,"Analyst, Business Support"
2,BNP Paribas,Hong Kong,"About BNP Paribas in Asia Pacific ( www.apac.bnpparibas ) In Asia Pacific, BNP Paribas is one of the best-positioned international financial institutions with...",Hong Kong,1574,,51.0,"Business Analyst Lead/ Project Manager, Finance"
3,Intercontinental Exchange,Hong Kong,Content specialist across various asset classes covering real-time data as well a reference data. Several years’ experience in the Market Data and/or Electronic...,Hong Kong,41,,42.6,"Pre-Sales Consultant, Real-Time Feeds"
4,CBRE,Hong Kong,"The role of technology & data is evolving within the corporate landscape, now it is a central tenant to business success and progressively a key differentiator....",Hong Kong Island,1667,,44.4,Product Manager
5,Manulife Financial,Hong Kong,"Coach junior business/process analysts to conduct value stream mapping (VSM), collect data, discover intelligence from information and data, co-create the...","Kwun Tong, Kowloon",290,,51.0,Operational Excellence Manager
6,Bloomberg,Hong Kong,"Our ever-expanding array of technology, data, news, and media services fosters innovation and empowers clients -- and offers nearly limitless opportunities for...",Hong Kong,534,,44.4,Asset and Investment Management (AIM) Trade Desk Representative
7,Ambition,Hong Kong,"AVP / VP, TMT Credit Rating Analyst. Data provided is for recruitment purposes only. As part of continued growth, an excellent opportunity has arisen for an...",Hong Kong,7,,51.0,"AVP / VP, TMT Credit Rating Analyst"
8,Ambition,Hong Kong,"AVP / VP, Credit Rating Analyst. Data provided is for recruitment purposes only. As part of continued growth, an excellent opportunity has arisen for an...",Hong Kong,7,,51.0,"AVP / VP, Credit Rating Analyst"
9,Ambition,Hong Kong,"AVP / VP Credit Rating Analyst, China Corporates. As part of continued growth, an excellent opportunity has arisen for an experienced Credit Analyst to join...",Hong Kong,7,,51.0,"AVP / VP Credit Rating Analyst, China Corporates"
0,Global Executive Consultants,Hong Kong,At least 5 years experience as an equity research analyst with focus on both H & A shares markets. Must have an understanding of the equity markets and their...,Hong Kong,,,,Investment Analyst (A shares)(Ref. No.: 21825)
2,Ambition,Hong Kong,Pricing Analyst - US MNC. Data provided is for recruitment purposes only. At least 2 years of data analysis experience in MNC corporations....,Hong Kong Island,7,,51.0,Pricing Analyst - US MNC
3,Page Personnel,Hong Kong,"Financial Analyst / Business Analyst Industry:. Data analysis on sales, revenue, balance sheet & profit and loss. Dynamic work nature....",Hong Kong Island,85,,39.0,Pricing Analyst - Sizable MNC
